API/UWI,Operator Alias (Legacy),Well/Lease Name,Well Number,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,Measured Depth (TD),Spud Date,First Prod Date,Last Prod Date,Months Produced,Cum Gas,Daily Gas,Cum Oil,Daily Oil,Latest Oil,Latest Gas,Cum Water,Cum BOE,DI Subplay,First Month Oil,First Month Gas,First 6 Oil,DI Basin,First 6 Gas,First 6 BOE,First 6 Water,DI Play,Prac IP Oil Daily,Prac IP BOE,Prac IP Gas Daily,Prac IP CFGED,Latest Water,Prior 12 Oil,Prior 12 Gas,Last Test Date,Prior 12 Water,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Gas Gatherer,Oil Gatherer,Lease Number,Gross Perforated Interval,True Vertical Depth,Field,State,District,AAPG Geologic Province,Section,Country,Township,Range,Surface Latitude (WGS84),Abstract,Surface Longitude (WGS84),Block,OCS Area,PGC Area,Operator (Reported),Survey,Entity ID,Last 12 Oil,Last 12 Gas,Last 12 Water,Other No.
42215316220000,"MAGNUM PRODUCING, LP",THREE CITIES,1,HIDALGO (TX),"11,130",GAS,INACTIVE,V,11922.00000,1985-06-06,1986-02-01,2015-05-01,340,726165.0000,,5068.0000,,13,474.0000,56421.0000,126095.0000,,33,6718.0000,1239.0000,GULF COAST WEST,135896.0000,23888.0000,6643.0000,,5.0000,85.0000,481.0000,511903.0000,9,63,7102,2016-06-01,142,0.0000,0.0000,91960.00,50345.3240,143280.00,19.8630,10.9000,27.4000,47757.0000,3,378.0000,4,8335.0000,3,50.0000,3,11130.00000,11174.00000,0.610000,46.700000,1986-02-13,1,1,"MAGNUM PRODUCING, LP","FIRST RIVER ENERGY, LLC",120373,44.00,,MONTE CHRISTO S.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,218,USA,,,26.3910664,626,-98.3482427,,,P-330,"MAGNUM PRODUCING, LP",TM RR CO,243644,139.0000,6998.0000,140.0000,0
42505321260000,MAGNUM PRODUCING & OPERATING CO.,"NEEL, BESS M.",2,ZAPATA (TX),LOBO,GAS,INACTIVE,V,11942.00000,1985-10-03,1985-12-01,1994-09-01,104,284902.0000,,,,,38.0000,14411.0000,47484.0000,,,1611.0000,0.0000,GULF COAST WEST,55257.0000,9209.0000,4837.0000,,0.0000,15.0000,87.0000,87290.0000,1,,14743,1994-10-01,391,0.0000,0.0000,,,,,0.0000,0.0000,18774.0000,4,,,3129.0000,4,19.0000,4,11661.00000,11723.00000,0.590000,,1985-12-02,1,1,GULF ENERGY PIPELINE COMPANY,,119791,62.00,,J. C. MARTIN,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,5,USA,,,27.0701537,142,-99.2658913,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"RAMIREZ, J L",243503,,7412.0000,198.0000,0
42505320890000,MAGNUM PRODUCING & OPERATING CO.,"NEEL, BESS M.",1,ZAPATA (TX),LOBO,GAS,INACTIVE,V,11800.00000,1985-06-20,1985-08-01,1993-06-01,95,1860590.0000,,,,,5442.0000,79770.0000,310098.0000,,,12173.0000,0.0000,GULF COAST WEST,88987.0000,14831.0000,618.0000,,0.0000,114.0000,684.0000,683833.0000,212,,140782,1994-06-01,3365,0.0000,0.0000,,,,,0.0000,0.0000,58091.0000,10,,,9682.0000,10,58.0000,10,10227.00000,10282.00000,0.600000,,1985-08-16,1,1,GULF ENERGY PIPELINE COMPANY,,117967,55.00,,J. C. MARTIN,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,5,USA,,,27.0747136,142,-99.2696954,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"RAMIREZ, J L",243074,,104030.0000,4065.0000,0
42427307870000,MAGNUM PRODUCING & OPERATING CO.,"DE FLORES, M. S. G/U",3 U,STARR (TX),4580,GAS,P & A,V,9627.00000,,1985-05-01,1996-08-01,131,690223.0000,,3692.0000,,,142.0000,10763.0000,118729.0000,,115,10907.0000,579.0000,GULF COAST WEST,95785.0000,16543.0000,2074.0000,,5.0000,79.0000,447.0000,474867.0000,1,,5714,2003-04-01,32,0.0000,0.0000,95040.00,,186950.00,,10.5000,0.0000,26445.0000,4,141.0000,2,4482.0000,4,27.0000,4,4580.00000,7058.00000,0.620000,,1985-05-03,1,1,,,117911,2478.00,,FLORES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,39,USA,,,26.4266108,279,-98.5355665,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"VILLAREAL, A",243047,,4564.0000,25.0000,2393
42215316230000,MAGNUM PRODUCING & OPERATING COMPANY,"GARZA, JUAN A. ET AL",3,HIDALGO (TX),8350,GAS,P & A,V,8965.00000,,1985-07-01,1986-09-01,15,173420.0000,,598.0000,,9,6200.0000,101096.0000,29501.0000,,130,37051.0000,259.0000,GULF COAST WEST,74427.0000,12664.0000,12675.0000,,1.0000,57.0000,333.0000,341032.0000,9238,217,61666,2015-12-01,10502,0.0000,0.0000,251850.00,293317.5850,290000.00,3.4090,4.0000,1.5000,37051.0000,1,130.0000,1,6305.0000,1,38.0000,1,8343.00000,8357.00000,0.620000,52.000000,1985-07-06,1,1,"TEXAS EASTERN TRANSMISSION, LP","PLAINS MARKETING, L.P.",117447,14.00,,SAN MANUEL,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,26.5808409,290,-98.0650593,,,P-330,MAGNUM ENGINEERING COMPANY,"BALLI, J J",242930,381.0000,111754.0000,90594.0000,0
42215315710000,"MAGNUM PRODUCING, LP",MORSE,1,HIDALGO (TX),VICKSBURG 6000,GAS,INACTIVE,V,6060.00000,1984-12-21,1985-03-01,2019-04-01,409,1766848.0000,,3040.0000,,,217.0000,17879.0000,297515.0000,,,191.0000,303.0000,GULF COAST WEST,60476.0000,10382.0000,119.0000,,1.0000,59.0000,346.0000,353600.0000,2,,16139,2004-05-18,139,49.0000,270.0000,266000.00,,581200.00,,3.8000,0.0000,13665.0000,37,80.0000,2,2314.0000,37,14.0000,37,5965.00000,5988.00000,0.630000,,1985-02-07,1,1,ENTERPRISE PRODUCTS OPERATINGLLC,"FIRST RIVER ENERGY, LLC",115364,23.00,,BLOOMBERG,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,41,USA,,,26.3687281,77,-98.5277186,,,P-330,"MAGNUM PRODUCING, LP","ZAMORA, J",242423,,15065.0000,130.0000,0
42355321970000,MAGNUM PRODUCING & OPERATING COMPANY,"MORGAN, R. PROPERTIES",5,NUECES (TX),,GAS,INACTIVE,V,6250.00000,1984-08-13,1984-12-01,1986-09-01,22,101828.0000,,,,,4771.0000,661.0000,16971.0000,,,806.0000,0.0000,GULF COAST WEST,32963.0000,5494.0000,181.0000,,0.0000,24.0000,145.0000,145032.0000,27,,41440,1989-02-01,228,0.0000,0.0000,,,,,0.0000,0.0000,9588.0000,4,,,1598.0000,4,10.0000,4,6200.00000,6202.00000,0.610000,,1984-10-24,1,1,SOUTHERN GAS PIPELINE CO.,PERMIAN,114508,2.00,,FARENTHOLD,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,17,USA,,,27.8662479,221,-97.9007405,5,,P-330,MAGNUM ENGINEERING COMPANY,"DE LA GARZA MONTEMAYOR, J J, J L",242223,,60388.0000,433.0000,0
42247316050000,MAGNUM PRODUCING & OPERATING CO.,ESCONDIDO,5,JIM HOGG (TX),6160,GAS,INACTIVE,V,6500.00000,1984-08-27,1984-12-01,1990-08-01,61,240578.0000,,1961.0000,,28,,791.0000,42057.0000,,14,2126.0000,244.0000,GULF COAST WEST,29102.0000,5094.0000,95.0000,,0.0000,6.0000,35.0000,37226.0000,0,260,24554,1989-06-09,79,40.0000,350.0000,109400.00,49187.5000,122680.00,20.3300,9.1000,,9962.0000,11,141.0000,12,1748.0000,11,10.0000,11,6164.00000,6176.00000,0.650000,,1984-09-10,1,1,AMERICAN PIPELINE COMPANY,SCURLOCK OIL COMPANY,114022,12.00,,ESCONDIDO,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,26.9703892,257,-98.6358603,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"RAMIREZ, J M",242091,32.0000,1574.0000,5.0000,0
42409319080000,MAGNUM PRODUCING & OPERATING CO.,MCKAMEY B,10,SAN PATRICIO (TX),10700,GAS,INACTIVE,V,12944.00000,1995-06-14,1984-07-01,1995-10-01,119,1878189.0000,,57683.0000,,45,1426.0000,58856.0000,370714.0000,,231,2651.0000,2654.0000,GULF COAST WEST,27632.0000,7259.0000,81.0000,,24.0000,70.0000,274.0000,419355.0000,428,22,541,1998-10-01,34,0.0000,0.0000,11260.00,21099.1630,32560.00,47.3950,88.8000,31.6000,46447.0000,18,1987.0000,18,9728.0000,18,58.0000,18,11036.00000,12632.00000,0.690000,58.000000,1984-06-15,1,1,HOUSTON PIPE LINE COMPANY,"KOCH OIL CO/DIV OF KOCH IND, INC",111739,1596.00,,MIDWAY E.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.9617332,280,-97.3141918,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"WRIGHT, C",241608,1553.0000,32767.0000,9830.0000,1773
42215314410000,MAGNUM PRODUCING & OPERATING COMPANY,"GARZA, JUAN A. ET AL",1,HIDALGO (TX),9600,GAS,INACTIVE,V,9718.00000,1984-02-15,1984-06-01,2020-08-01,427,1820238.0000,45,21861.0000,1,30,838.0000,142774.0000,325234.0000,,12,532.0000,141.0000,GULF COAST WEST,15143.0000,2665.0000,1314.0000,,0.0000,4.0000,22.0000,22613.0000,47,45,13746,1998-08-28,762,795.0000,3050.0000,,84601.6600,83260.00,11.8200,0.0000,35.8000,15120.0000,8,291.0000,370,2639.0000,8,16.0000,8,9613.00000,9632.00000,0.620000,47.800000,1984-04-05,1,1,"TEXAS EASTERN TRANSMISSION, LP","GULFMARK ENERGY, INC.",111666,19.00,,SAN MANUEL,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,57,USA,,,26.5817402,290,-98.0644610,,,P-330,MAGNUM ENGINEERING COMPANY,"BALLI, J J",241588,241.0000,20389.0000,1134.0000,0
42247315670000,"MAGNUM PRODUCING, LP",WEST COYOTE,1,JIM HOGG (TX),QUEEN CITY,GAS,INACTIVE,V,16000.00000,1983-11-25,1984-03-01,2014-12-01,370,623645.0000,,29845.0000,,,193.0000,36251.0000,133786.0000,,580,10556.0000,3046.0000,GULF COAST WEST,58337.0000,12769.0000,1266.0000,,21.0000,90.0000,414.0000,540733.0000,12,243,5024,2016-06-01,315,0.0000,0.0000,19510.00,37485.7140,20900.00,26.6770,51.3000,0.0000,15863.0000,8,746.0000,7,3378.0000,8,20.0000,8,9706.00000,9728.00000,0.720000,5.500000,1984-02-18,1,1,"MAGNUM PRODUCING, LP","FIRST RIVER ENERGY, LLC",109848,22.00,,"COYOTE, WEST",TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.1704749,276,-98.6294469,,,P-330,"MAGNUM PRODUCING, LP","SALINAS, J L",241158,140.0000,5248.0000,326.0000,0
42355318950000,"MAGNUM PRODUCING, LP",DOUGHTY,2,NUECES (TX),FRIO 8156,GAS,INACTIVE,V,8700.00000,1984-01-09,1984-01-01,1987-10-01,41,68329.0000,,4708.0000,,11,15.0000,136194.0000,16096.0000,,269,3320.0000,1845.0000,GULF COAST WEST,20325.0000,5233.0000,1853.0000,,11.0000,36.0000,150.0000,213034.0000,82,755,13117,2016-08-01,50122,0.0000,0.0000,14120.00,20847.3680,14510.00,47.9680,70.8000,733.3000,6030.0000,6,740.0000,6,1745.0000,6,10.0000,6,7751.00000,8162.00000,0.680000,52.600000,1987-09-11,1,1,HOUSTON PIPE LINE COMPANY LP,"FLINT HILLS RESOURCES, LP",109770,411.00,,DOUGHTY,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,1,USA,,,27.6864684,411,-97.5059768,,,P-330,"MAGNUM PRODUCING, LP","DE YNOJOSA, R",241118,190.0000,3961.0000,21783.0000,0
42355312060000,MAGNUM PRODUCING & OPERATING CO.,REDFISH BAY PROPERTIES,1,NUECES (TX),C-2A,GAS,INACTIVE,D,10212.00000,1992-05-05,1984-01-01,1992-07-01,99,603586.0000,,5431.0000,,,74.0000,2540.0000,106029.0000,,233,13207.0000,1466.0000,GULF COAST WEST,119688.0000,21414.0000,319.0000,,11.0000,144.0000,797.0000,863828.0000,1,193,24178,1989-10-10,237,15.0000,,71560.00,70506.0980,111140.00,14.1830,14.0000,0.0000,23113.0000,2,323.0000,2,4175.0000,2,25.0000,2,8986.00000,8994.00000,0.600000,5.200000,1984-01-24,1,1,HOUSTON PIPE LINE COMPANY,"KOCH OIL CO/DIV OF KOCH IND, INC",109178,8.00,0.00000,STEDMAN ISLAND,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.8903467,2522,-97.1102535,,,P-330,MAGNUM PRODUCING & OPERATING CO.,ARANSAS PASS C&D CO. £651,240979,164.0000,11563.0000,114.0000,0
42409317180000,MAGNUM PRODUCING & OPERATING CO.,BARTOSH GAS UNIT,3,SAN PATRICIO (TX),10700 FB-A,GAS,INACTIVE,V,10988.00000,1994-12-15,1983-05-01,1994-05-01,131,9092259.0000,,281606.0000,,,195.0000,36265.0000,1796983.0000,,,1759.0000,12007.0000,GULF COAST WEST,325576.0000,66270.0000,976.0000,,70.0000,386.0000,1901.0000,2318645.0000,20,3171,155742,1994-05-08,997,200.0000,380.0000,,143211.9910,32290.00,6.9830,0.0000,0.0000,233012.0000,21,8960.0000,19,47795.0000,21,287.0000,21,10569.00000,10900.00000,0.710000,,1983-05-08,1,1,"CCNG GAS GATHERING, L.P.",SCURLOCK PERMIAN LLC,106541,331.00,,MIDWAY E.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.9709778,239,-97.3286433,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"STERLING, I",240450,467.0000,66880.0000,753.0000,0
42355320690000,MAGNUM PRODUCING & OPERATING COMPANY,"MORGAN, R. PROPERTIES",1,NUECES (TX),,GAS,INACTIVE,V,6260.00000,,1982-11-01,1985-03-01,17,75030.0000,,206.0000,,,2167.0000,1606.0000,12711.0000,,16,4265.0000,95.0000,GULF COAST WEST,39289.0000,6643.0000,781.0000,,1.0000,43.0000,255.0000,259323.0000,52,123,37013,1989-02-01,833,0.0000,0.0000,359410.00,,364220.00,,2.8000,0.0000,7950.0000,3,39.0000,15,1344.0000,3,8.0000,3,6155.00000,6165.00000,0.650000,,1982-09-30,1,1,SOUTHERN GAS PIPELINE CO.,PERMIAN,103342,10.00,,FARENTHOLD,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,17,USA,,,27.8653517,221,-97.8973664,,,P-330,MAGNUM ENGINEERING COMPANY,"DE LA GARZA MONTEMAYOR, J J, J L",239742,,4362.0000,104.0000,0
42409313640000,"MAGNUM PRODUCING, LP","FLOERKE, MAX M.",2 R,SAN PATRICIO (TX),10700 FB-A,GAS,P & A,V,11416.00000,1998-04-01,1981-03-01,2001-05-01,170,5432265.0000,,161066.0000,,,804.0000,17139.0000,1066444.0000,,370,5647.0000,2974.0000,GULF COAST WEST,61213.0000,13176.0000,101.0000,,38.0000,151.0000,679.0000,906900.0000,16,,,2015-04-01,,0.0000,0.0000,17820.00,,33730.00,,56.1000,0.0000,132258.0000,57,5288.0000,57,27331.0000,57,164.0000,57,10814.00000,10874.00000,0.680000,47.100000,1993-01-13,1,1,"TEXAS EASTERN TRANSMISSION, LP","GENESIS CRUDE OIL, L.P.",090171,60.00,,MIDWAY E.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.9741152,239,-97.3267172,17,,P-330,"MAGNUM PRODUCING, LP","STERLING, I",237276,,13276.0000,87.0000,0
42355312780000,MAGNUM PRODUCING & OPERATING COMPANY,STATE TRACT 691,1,NUECES (TX),"2,600 LAGARTO",GAS,INACTIVE,V,11946.00000,1978-04-26,1980-09-01,2008-05-01,325,2653111.0000,,325.0000,,,186.0000,43796.0000,442510.0000,,,3605.0000,0.0000,GULF COAST WEST,20305.0000,3384.0000,225.0000,,0.0000,21.0000,128.0000,128065.0000,1,,10176,2013-08-01,76,0.0000,0.0000,,,8163420.00,,0.0000,0.0000,36567.0000,146,43.0000,1,6095.0000,146,37.0000,146,2617.00000,2620.00000,0.560000,,1980-09-06,1,1,"MAGNUM PRODUCING, LP","FLINT HILLS RESOURCES, LP",090062,3.00,,SAXET,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,939,USA,,,27.8243383,2677,-97.4808787,,,P-330,MAGNUM ENGINEERING COMPANY,NUECES CO NAV DIST NO 1,237247,,8631.0000,65.0000,0
42409312470000,MAGNUM PRODUCING & OPERATING CO.,MCKAMEY B-4 GAS UNIT,7,SAN PATRICIO (TX),10700,GAS,P & A,V,12050.00000,1978-10-11,1978-12-01,1995-05-01,195,10572867.0000,,335686.0000,,27,353.0000,41293.0000,2097830.0000,,,599.0000,9688.0000,GULF COAST WEST,278777.0000,56151.0000,348.0000,,18.0000,101.0000,498.0000,607643.0000,18,1021,32374,1998-10-01,3852,0.0000,0.0000,,13568.5710,31500.00,73.7000,0.0000,76.5000,225076.0000,20,7432.0000,31,44272.0000,11,266.0000,11,10647.00000,11605.00000,0.690000,,1978-12-04,1,1,"CORPUS CHRISTI GAS MARKETING, LP","KOCH OIL CO/DIV OF KOCH IND, INC",080111,958.00,,MIDWAY E.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.9673766,280,-97.3183612,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"WRIGHT, C",235167,350.0000,4749.0000,324.0000,0
42427307870000,MAGNUM PRODUCING & OPERATING CO.,FLORES,3 L,STARR (TX),"RINCON, WEST",GAS,P & A,V,9627.00000,,1977-01-01,1996-08-01,235,3392673.0000,,53903.0000,,,160.0000,68637.0000,619349.0000,,43,833.0000,6157.0000,GULF COAST WEST,179284.0000,36038.0000,135.0000,,53.0000,290.0000,1422.0000,1740464.0000,40,71,41298,2003-04-01,4206,0.0000,0.0000,26790.00,5600800.0000,62940.00,0.1790,37.3000,0.0000,40561.0000,7,1486.0000,2,8122.0000,2,49.0000,2,7030.00000,7058.00000,0.600000,,1976-04-01,1,1,,,067319,28.00,,FLORES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,39,USA,,,26.4266108,279,-98.5355665,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"VILLAREAL, A",232105,5.0000,28004.0000,2471.0000,2393
42409305420000,"MAGNUM PRODUCING, LP","MCCANN, OLA",1 L,SAN PATRICIO (TX),9200 SAND,GAS,ACTIVE,V,10822.00000,,1976-03-01,2020-12-01,520,6800872.0000,132,62820.0000,1,97,5279.0000,28578.0000,1196299.0000,,389,24226.0000,2750.0000,GULF COAST WEST,173328.0000,31638.0000,143.0000,,20.0000,217.0000,1183.0000,1301467.0000,72,564,41243,2020-05-25,607,60.0000,500.0000,60060.00,145028.2490,108260.00,6.8950,16.6000,18.4000,39405.0000,135,591.0000,2,7131.0000,135,43.0000,135,9211.00000,9223.00000,0.600000,48.000000,1976-01-25,1,1,"MAGNUM PRODUCING, LP","ACE GATHERING, INC.",066093,12.00,,"TRIPLE ""A""",TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.0042134,129,-97.4214316,,,P-330,"MAGNUM PRODUCING, LP","GARCIA, J",231787,354.0000,51340.0000,729.0000,5050
42409304960000,"MAGNUM PRODUCING, LP",BARTOSH,2,SAN PATRICIO (TX),10700,GAS,P & A,V,12624.00000,,1975-12-01,1996-11-01,171,16969876.0000,,474526.0000,,92,437.0000,143630.0000,3302839.0000,,1324,44340.0000,28278.0000,GULF COAST WEST,794786.0000,160742.0000,461.0000,,199.0000,1082.0000,5296.0000,6492194.0000,26,,,2015-04-01,,0.0000,0.0000,26570.00,20087.8810,35760.00,49.7810,37.6000,210.5000,245466.0000,44,8043.0000,49,48127.0000,44,289.0000,44,10696.00000,11706.00000,0.660000,57.500000,1975-11-24,1,1,SOUTHCROSS CCNG GATHERING LTD.,"PLAINS MARKETING, L.P.",064509,1010.00,,MIDWAY E.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.9654512,239,-97.3252334,,,P-330,"MAGNUM PRODUCING, LP","STERLING, I",231442,2492.0000,50059.0000,3008.0000,0
42409303790000,"MAGNUM PRODUCING, LP",MCKAMEY -B-,5,SAN PATRICIO (TX),10700,GAS,P & A,V,13400.00000,,1974-07-01,1995-05-01,204,1495780.0000,,55358.0000,,54,651.0000,87961.0000,304655.0000,,888,25058.0000,6562.0000,GULF COAST WEST,186905.0000,37713.0000,8281.0000,,41.0000,253.0000,1267.0000,1515710.0000,325,205,4504,2016-10-01,1454,0.0000,0.0000,30570.00,17018.2930,27020.00,58.7600,32.7000,82.9000,39277.0000,2,1285.0000,2,7831.0000,2,47.0000,2,11074.00000,13162.00000,0.700000,57.000000,1974-06-30,1,1,HOUSTON PIPE LINE COMPANY LP,"FLINT HILLS RESOURCES, LP",058992,2088.00,,MIDWAY E.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,10,USA,,,27.9502051,257,-97.3268284,F,,P-330,"MAGNUM PRODUCING, LP",SA&MG RR CO,229834,492.0000,8373.0000,3660.0000,0
42409303050000,MAGNUM PRODUCING & OPERATING CO.,MCKAMEY -B-,2,SAN PATRICIO (TX),10700,GAS,P & A,V,12982.00000,,1973-08-01,1996-01-01,85,2040126.0000,,78087.0000,,3,627.0000,21658.0000,418108.0000,,180,6661.0000,7983.0000,GULF COAST WEST,229456.0000,46226.0000,1260.0000,,8.0000,54.0000,281.0000,326533.0000,15,,,1997-10-01,,0.0000,0.0000,37150.00,22082.5780,26130.00,45.2850,26.9000,4.8000,70281.0000,126,2834.0000,126,14548.0000,126,87.0000,126,10692.00000,11569.00000,0.660000,,1995-10-27,1,1,"CCNG GAS GATHERING, L.P.","GENESIS CRUDE OIL, L.P.",056002,877.00,,MIDWAY E.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,10,USA,,,27.9556988,257,-97.3236648,A257,,P-330,MAGNUM PRODUCING & OPERATING CO.,SA&MG RR CO,229128,993.0000,21928.0000,513.0000,1773
42409302800000,"MAGNUM PRODUCING, LP",MCKAMEY -B-,1,SAN PATRICIO (TX),10700,GAS,P & A,V,11620.00000,,1973-04-01,1989-05-01,167,11405838.0000,,258483.0000,,1,1.0000,90790.0000,2159456.0000,,595,23168.0000,8622.0000,GULF COAST WEST,305600.0000,59555.0000,398.0000,,63.0000,431.0000,2206.0000,2583613.0000,0,1091,55352,2016-10-01,7472,0.0000,0.0000,35070.00,198666.6670,44130.00,5.0340,28.5000,1000.0000,226157.0000,81,5700.0000,57,42421.0000,81,255.0000,81,10735.00000,10763.00000,0.650000,56.000000,1973-04-06,1,1,HOUSTON PIPE LINE COMPANY LP,"FLINT HILLS RESOURCES, LP",055115,28.00,,MIDWAY E.,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,11,USA,,,27.9597879,280,-97.3132516,,,P-330,"MAGNUM PRODUCING, LP","WRIGHT, C",228935,3.0000,596.0000,29.0000,0
42409302760000,"MAGNUM PRODUCING, LP",MCKAMEY,2,SAN PATRICIO (TX),ANDERSON,GAS,INACTIVE,V,11300.00000,,1972-12-01,2019-01-01,536,2682081.0000,,90255.0000,,,4.0000,217091.0000,537269.0000,,78,2330.0000,4497.0000,GULF COAST WEST,125956.0000,25490.0000,5089.0000,,38.0000,220.0000,1094.0000,1322323.0000,1,457,8704,1996-06-14,1340,405.0000,,28740.00,,29720.00,,34.8000,0.0000,33912.0000,2,1337.0000,35,6832.0000,2,41.0000,2,10906.00000,10914.00000,0.660000,47.800000,1972-12-05,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,054242,8.00,,"HARVEY, DEEP",TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.9589987,209,-97.2668476,,,P-330,"MAGNUM PRODUCING, LP","ORICK, J",228681,,13.0000,3.0000,0
42273020030000,"MAGNUM PRODUCING, LP",HUBERT GAS UNIT /LOWER 4/,23 L,KLEBERG (TX),"4 SAND, LOWER",GAS,INACTIVE,V,9300.00000,2003-07-22,1967-04-01,1979-07-01,134,1223083.0000,,,,,2084.0000,14499.0000,203847.0000,,,558.0000,0.0000,GULF COAST WEST,3463.0000,577.0000,38.0000,,0.0000,16.0000,94.0000,93710.0000,417,,26799,2016-08-01,294,0.0000,0.0000,,,,,0.0000,0.0000,39067.0000,21,,,6511.0000,21,39.0000,21,9193.00000,9209.00000,0.720000,57.400000,1967-05-28,1,1,"MAGNUM PRODUCING, LP","FLINT HILLS RESOURCES, LP",042168,16.00,,MAY,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.3093294,232,-97.7338215,,,P-330,"MAGNUM PRODUCING, LP","TREVINO, G",224993,,15804.0000,1231.0000,0
42273020040000,"MAGNUM PRODUCING, LP",CHILDS GAS UNIT /UPPER 7A SEG. B,22 M,KLEBERG (TX),"7A SAND, UPPER SEG B",GAS,INACTIVE,V,8393.00000,1967-02-23,1967-07-01,1997-08-01,349,6478313.0000,,,,,70.0000,20736.0000,1079719.0000,,,6277.0000,0.0000,GULF COAST WEST,6277.0000,1046.0000,17.0000,,0.0000,14.0000,82.0000,81710.0000,1,,34732,2016-08-01,1225,0.0000,0.0000,,,,,0.0000,0.0000,91110.0000,35,,,15185.0000,35,91.0000,35,8096.00000,8127.00000,0.670000,60.200000,1967-03-06,1,1,"MAGNUM PRODUCING, LP","FLINT HILLS RESOURCES, LP",041968,31.00,,MAY,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.3096422,232,-97.7424472,,,P-330,"MAGNUM PRODUCING, LP","TREVINO, G",224937,,21130.0000,196.0000,0
42273020040000,"MAGNUM PRODUCING, LP",CHILDS GAS UNIT/UPPER 7/,22 U,KLEBERG (TX),"7 SAND, UPPER",GAS,INACTIVE,V,8393.00000,1967-02-23,1967-03-01,1997-09-01,200,5039272.0000,,,,,13.0000,46785.0000,839879.0000,,,3105.0000,0.0000,GULF COAST WEST,9494.0000,1582.0000,86.0000,,0.0000,34.0000,206.0000,206097.0000,0,,44165,2007-02-01,1876,0.0000,0.0000,,,,,0.0000,0.0000,110095.0000,39,,,18349.0000,39,110.0000,39,8055.00000,8065.00000,0.670000,72.100000,1967-03-06,1,1,"MAGNUM PRODUCING, LP","FLINT HILLS RESOURCES, LP",041956,10.00,,MAY,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.3096422,232,-97.7424472,,,P-330,"MAGNUM PRODUCING, LP","TREVINO, G",224936,,25033.0000,1118.0000,0
